Gene	Name	Description	Fold Change	Adjusted p-values	Base Mean	log2FoldChange
PA4875		hypothetical protein	-3.30	5.96E-10	54.39	-1.72
PA4876	osmE	osmotically inducible lipoprotein OsmE	-8.88	6.68E-12	307.98	-3.15
PA4877		hypothetical protein	-3.29	8.51E-07	37.65	-1.72
PA4878	brlR	BrlR	-1.65	0.007731994	77.43	-0.72
PA4879		conserved hypothetical protein	-2.98	8.61E-10	207.62	-1.57
PA4880		probable bacterioferritin	-5.63	3.84E-06	34.25	-2.49
PA4886		probable two-component sensor	2.55	6.52E-07	55.66	1.35
PA4887		probable major facilitator superfamily (MFS) transporter	2.89	8.12E-07	160.59	1.53
PA4889		probable oxidoreductase	2.91	0.007015468	124.80	1.54
PA4890	desT	DesT	1.57	0.0086786898	116.67	0.65
PA4894		hypothetical protein	3.59	1.73E-05	49.35	1.85
PA4895		probable transmembrane sensor	4.56	0.0013263497	448.99	2.19
PA4896		probable sigma-70 factor, ECF subfamily	4.68	0.0012774352	653.54	2.23
PA4899		probable aldehyde dehydrogenase	-1.98	0.0090099958	37.69	-0.99
PA4908		hypothetical protein	-2.46	0.006656658	26.23	-1.30
PA4909		probable ATP-binding component of ABC transporter	-2.09	0.0049546436	40.12	-1.06
PA4910		branched chain amino acid ABC transporter ATP binding protein	-2.72	0.0177697293	32.81	-1.44
PA4913		probable binding protein component of ABC transporter	-3.39	0.0001659881	171.96	-1.76
PA4914	amaR	transcriptional regulator, AmaR	-3.58	1.80E-10	46.26	-1.84
PA4915		probable chemotaxis transducer	-12.56	1.50E-21	261.39	-3.65
PA4916	nrtR	Nudix-related transcriptional regulator NrtR	2.17	1.12E-09	335.45	1.12
PA4920	nadE	NH3-dependent NAD synthetase	-1.60	1.08E-06	432.71	-0.68
PA4922	azu	azurin precursor	-4.37	8.24E-39	3925.56	-2.13
PA4923		conserved hypothetical protein	2.77	1.81E-07	244.98	1.47
PA4924		conserved hypothetical protein	3.02	4.17E-16	209.02	1.59
PA4925		conserved hypothetical protein	-15.14	1.33E-12	120.09	-3.92
PA4926		conserved hypothetical protein	-3.42	2.25E-10	63.28	-1.78
PA4927		conserved hypothetical protein	-1.91	0.0010048109	109.61	-0.93
PA4928		conserved hypothetical protein	5.55	1.66E-41	1332.01	2.47
PA4929		hypothetical protein	-4.44	2.66E-07	91.51	-2.15
PA4930	alr	biosynthetic alanine racemase	3.25	1.37E-18	421.02	1.70
PA4931	dnaB	replicative DNA helicase	2.93	5.17E-12	1180.82	1.55
PA4932	rplI	50S ribosomal protein L9	11.74	4.28E-23	11963.77	3.55
PA4933		hypothetical protein	11.62	7.83E-23	12336.48	3.54
PA4934	rpsR	30S ribosomal protein S18	11.85	4.40E-22	10086.91	3.57
PA4935	rpsF	30S ribosomal protein S6	10.22	6.87E-21	16614.40	3.35
PA4937	rnr	exoribonuclease RNase R	-2.85	8.10E-16	1623.16	-1.51
PA4938	purA	adenylosuccinate synthetase	2.38	3.98E-10	3100.08	1.25
PA4939		conserved hypothetical protein	4.70	1.68E-38	1584.73	2.23
PA4940		conserved hypothetical protein	5.09	2.10E-33	299.48	2.35
PA4945	miaA	delta 2-isopentenylpyrophosphate transferase	1.88	0.0004440972	1564.33	0.91
PA4948		conserved hypothetical protein	2.63	4.08E-17	123.79	1.40
PA4949		conserved hypothetical protein	2.88	3.02E-25	495.73	1.53
PA4950		conserved hypothetical protein	2.03	7.63E-05	158.41	1.02
PA4952		conserved hypothetical protein	1.66	0.0022582836	356.63	0.73
PA4953	motB	chemotaxis protein MotB	1.66	8.22E-12	496.94	0.73
PA4955		hypothetical protein	-1.59	1.87E-06	248.09	-0.67
PA4956	rhdA	thiosulfate:cyanide sulfurtransferase	1.76	7.50E-12	364.86	0.82
PA4957	psd	phosphatidylserine decarboxylase	2.48	6.66E-17	613.79	1.31
PA4958		hypothetical protein	-4.49	9.48E-22	408.94	-2.17
PA4960		probable phosphoserine phosphatase	4.59	1.90E-45	1230.25	2.20
PA4962		conserved hypothetical protein	2.16	0.0035566625	34.98	1.11
PA4963		hypothetical protein	6.86	1.25E-138	2012.22	2.78
PA4965		hypothetical protein	1.65	0.0057010772	172.36	0.72
PA4966		hypothetical protein	1.53	0.0032894577	377.65	0.62
PA4970		conserved hypothetical protein	-1.65	0.0016945842	175.33	-0.72
PA4971	aspP	adenosine diphosphate sugar pyrophosphatase	-1.59	0.0082529068	497.56	-0.67
PA4974		probable outer membrane protein precursor	-1.51	0.0001579766	1194.68	-0.60
PA4975		NAD(P)H quinone oxidoreductase	-1.67	0.0027410197	88.72	-0.74
PA4976	aruH	Arginine:Pyruvate Transaminas, AruH	-2.86	4.19E-05	67.32	-1.52
PA4983		probable two-component response regulator	-1.58	0.0090573011	82.21	-0.66
PA4984		probable transcriptional regulator	-1.69	0.0326296195	72.37	-0.75
PA4985		Uncharacterized protein	2.73	0.0002675636	54.81	1.45
PA4987		probable transcriptional regulator	-1.73	0.0005361543	63.95	-0.79
PA4988	waaA	3-deoxy-D-manno-octulosonic-acid (KDO) transferase	3.90	1.16E-45	404.90	1.96
PA4989		probable transcriptional regulator	1.63	0.0151415263	61.99	0.71
PA4991		hypothetical protein	2.92	1.16E-46	550.01	1.55
PA4992		hypothetical protein	1.81	6.83E-06	234.38	0.85
PA4993		hypothetical protein	-3.08	1.39E-26	139.34	-1.62
PA4994		probable acyl-CoA dehydrogenase	1.74	0.0006120748	64.61	0.80
PA4995		probable acyl-CoA dehydrogenase	4.42	1.29E-29	204.09	2.15
PA4996	rfaE	LPS biosynthesis protein RfaE	2.27	1.54E-22	1406.44	1.18
PA5000	wapR	alpha-1,3-rhamnosyltransferase WapR	-2.08	0.0018043743	775.47	-1.05
PA5003		Mig-14-like protein	2.22	5.54E-05	432.48	1.15
PA5004	wapH	WapH	2.88	8.70E-11	1064.15	1.52
PA5005		probable carbamoyl transferase	2.66	4.70E-20	2742.29	1.41
PA5010	waaG	UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG	1.97	0.0250932007	601.70	0.98
PA5011	waaC	heptosyltransferase I	3.96	8.62E-11	598.68	1.98
PA5012	waaF	heptosyltransferase II	3.36	1.88E-21	834.88	1.75
PA5015	aceE	pyruvate dehydrogenase	-4.87	1.32E-16	6328.38	-2.28
PA5016	aceF	dihydrolipoamide acetyltransferase	-4.14	1.25E-15	3106.12	-2.05
PA5017	dipA	DipA	-1.60	7.22E-06	500.47	-0.68
PA5018	msrA	peptide methionine sulfoxide reductase	-3.36	8.33E-33	311.10	-1.75
PA5019		conserved hypothetical protein	4.67	3.28E-82	683.65	2.22
PA5021		probable sodium/hydrogen antiporter	2.18	2.58E-06	366.50	1.12
PA5022		conserved hypothetical protein	-1.84	0.0012452372	516.63	-0.88
PA5023		conserved hypothetical protein	-2.88	0.0017196072	204.86	-1.53
PA5025	metY	homocysteine synthase	-2.47	0.0001146371	154.20	-1.31
PA5026		hypothetical protein	-3.29	2.56E-07	27.74	-1.72
PA5028		conserved hypothetical protein	-2.75	5.38E-40	607.19	-1.46
PA5033		hypothetical protein	-1.75	0.0002355011	140.29	-0.81
PA5034	hemE	uroporphyrinogen decarboxylase	2.67	6.68E-06	713.62	1.41
PA5035	gltD	glutamate synthase small chain	2.48	1.01E-12	473.24	1.31
PA5036	gltB	glutamate synthase large chain precursor	2.16	2.29E-10	1220.11	1.11
PA5045	ponA	penicillin-binding protein 1A	1.80	0.0003527586	886.16	0.84
PA5046		malic enzyme	1.70	0.0326296195	3940.19	0.77
PA5047		hypothetical protein	2.31	2.72E-07	610.30	1.21
PA5048		probable nuclease	4.99	4.49E-36	429.02	2.32
PA5049	rpmE	50S ribosomal protein L31	5.78	1.85E-16	3559.40	2.53
PA5051	argS	arginyl-tRNA synthetase	6.18	1.00E-59	2397.92	2.63
PA5052		hypothetical protein	2.94	6.72E-14	414.62	1.56
PA5053	hslV	heat shock protein HslV	-2.85	0.0064748129	420.23	-1.51
PA5055		hypothetical protein	-2.71	0.0009687817	122.42	-1.44
PA5056	phaC1	poly(3-hydroxyalkanoic acid) synthase 1	-7.03	7.63E-45	310.16	-2.81
PA5057	phaD	poly(3-hydroxyalkanoic acid) depolymerase	-6.31	1.42E-20	112.13	-2.66
PA5058	phaC2	poly(3-hydroxyalkanoic acid) synthase 2	-26.97	3.01E-23	406.20	-4.75
PA5059		probable transcriptional regulator	-32.36	9.46E-19	100.37	-5.02
PA5060	phaF	polyhydroxyalkanoate synthesis protein PhaF	-6.03	8.15E-16	2775.68	-2.59
PA5061		conserved hypothetical protein	-5.73	8.93E-17	433.57	-2.52
PA5062		conserved hypothetical protein	-1.84	5.51E-05	114.77	-0.88
PA5064		hypothetical protein	1.80	0.0001152943	221.74	0.85
PA5067	hisE	phosphoribosyl-ATP pyrophosphohydrolase	1.51	0.0007843758	330.88	0.60
PA5068	tatA	translocation protein TatA	1.87	0.0004036699	484.05	0.90
PA5069	tatB	translocation protein TatB	1.72	1.25E-05	364.20	0.78
PA5072		probable chemotaxis transducer	4.47	5.68E-41	482.11	2.16
PA5074		probable ATP-binding component of ABC transporter	2.51	6.06E-20	304.59	1.33
PA5075		probable permease of ABC transporter	1.81	1.29E-06	372.32	0.85
PA5076		probable binding protein component of ABC transporter	1.53	0.0017099891	830.27	0.62
PA5081		hypothetical protein	-1.96	0.0095951366	38.08	-0.97
PA5088		hypothetical protein	-2.25	1.61E-05	92.98	-1.17
PA5089	pldB	PldB	-2.25	3.65E-08	108.86	-1.17
PA5091	hutG	N-formylglutamate amidohydrolase	-5.12	8.64E-08	92.17	-2.36
PA5092	hutI	imidazolone-5-propionate hydrolase HutI	-3.77	3.25E-05	87.93	-1.91
PA5101		hypothetical protein	-20.39	7.50E-16	58.98	-4.35
PA5103	puuR	PuuR	-4.44	1.25E-11	113.03	-2.15
PA5107	blc	outer membrane lipoprotein Blc	-1.54	0.0048441846	317.32	-0.62
PA5108		hypothetical protein	-2.00	9.03E-06	225.01	-1.00
PA5109		hypothetical protein	1.71	0.0010435408	296.53	0.77
PA5110	fbp	fructose-1,6-bisphosphatase	1.84	2.13E-06	1707.55	0.88
PA5111	gloA3	lactoylglutathione lyase	-2.29	1.35E-12	275.95	-1.19
PA5112	estA	esterase EstA	-1.59	0.0095162742	1488.25	-0.67
PA5113		hypothetical protein	2.21	0.0001599048	679.30	1.15
PA5114		hypothetical protein	2.37	3.23E-06	1136.42	1.25
PA5117	typA	regulatory protein TypA	11.98	1.20E-24	3529.72	3.58
PA5118	thiI	thiazole biosynthesis protein ThiI	12.47	5.00E-45	1931.43	3.64
PA5119	glnA	glutamine synthetase	-6.38	2.87E-44	2901.01	-2.67
PA5120		hypothetical protein	3.54	1.76E-12	114.52	1.82
PA5122		hypothetical protein	1.72	0.001841633	174.03	0.79
PA5123		hypothetical protein	2.26	5.80E-08	113.91	1.18
PA5124	ntrB	two-component sensor NtrB	-2.48	4.60E-07	106.83	-1.31
PA5125	ntrC	two-component response regulator NtrC	-2.06	0.0003668117	183.27	-1.04
PA5127		probable rRNA methylase	1.91	1.53E-05	117.10	0.93
PA5129	grxC	GrxC	2.19	2.63E-07	309.07	1.13
PA5130		conserved hypothetical protein	2.43	6.57E-13	596.33	1.28
PA5135		conserved hypothetical protein	2.50	3.47E-10	209.14	1.32
PA5136		hypothetical protein	1.64	0.017550261	670.45	0.72
PA5137		hypothetical protein	1.87	3.12E-05	251.16	0.90
PA5138		hypothetical protein	4.52	5.85E-27	698.68	2.18
PA5139		hypothetical protein	11.64	2.09E-77	529.10	3.54
PA5140	hisF1	imidazoleglycerol-phosphate synthase, cyclase subunit	2.62	2.20E-08	433.95	1.39
PA5141	hisA	phosphoribosylformimino-5-aminoimidazole carboxamide	3.27	1.63E-17	576.72	1.71
PA5142	hisH1	glutamine amidotransferase	3.41	2.85E-33	609.02	1.77
PA5143	hisB	imidazoleglycerol-phosphate dehydratase	2.48	1.33E-18	836.27	1.31
PA5146		hypothetical protein	1.52	4.34E-14	1270.36	0.60
PA5150		probable short-chain dehydrogenase	-5.44	7.39E-16	446.60	-2.44
PA5151		hypothetical protein	1.55	0.0020141622	79.03	0.64
PA5156		hypothetical protein	10.87	3.52E-39	208.20	3.44
PA5160		drug efflux transporter	-2.42	0.0005863132	28.41	-1.28
PA5163	rmlA	glucose-1-phosphate thymidylyltransferase	-2.00	6.40E-07	1245.43	-1.00
PA5164	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	-1.70	0.0013417796	815.69	-0.77
PA5166	dctD	DctD	-1.66	8.18E-05	247.16	-0.73
PA5167	dctP	DctP	1.92	0.0326296195	561.72	0.94
PA5171	arcA	arginine deiminase	-11.33	1.56E-12	1243.22	-3.50
PA5172	arcB	ornithine carbamoyltransferase, catabolic	-20.75	1.06E-30	1234.03	-4.37
PA5173	arcC	carbamate kinase	-10.16	2.92E-31	726.67	-3.34
PA5178		conserved hypothetical protein	-9.89	1.05E-12	2206.15	-3.31
PA5179		probable transcriptional regulator	-1.83	4.96E-05	75.13	-0.87
PA5180		conserved hypothetical protein	-3.19	0.0006699896	20.58	-1.67
PA5181		probable oxidoreductase	-4.40	9.68E-06	59.99	-2.14
PA5182		hypothetical protein	1.75	0.0176556366	248.81	0.81
PA5183		hypothetical protein	2.77	1.78E-05	117.81	1.47
PA5185		conserved hypothetical protein	-2.60	5.78E-05	32.41	-1.38
PA5186		probable iron-containing alcohol dehydrogenase	-2.68	3.37E-05	44.00	-1.42
PA5191		hypothetical protein	-1.97	0.0200901905	184.94	-0.98
PA5192	pckA	phosphoenolpyruvate carboxykinase	4.27	5.05E-21	5576.77	2.10
PA5193	yrfI	heat shock protein HSP33	4.88	3.50E-51	910.59	2.29
PA5194		hypothetical protein	3.62	3.66E-21	385.26	1.85
PA5195		probable heat shock protein	-1.78	4.08E-05	116.62	-0.83
PA5196		hypothetical protein	-1.68	0.0090456272	106.65	-0.75
PA5197	rimK	ribosomal protein S6 modification protein	-2.40	5.42E-06	145.81	-1.26
PA5198		LD-carboxypeptidase	-3.28	1.05E-21	276.01	-1.71
PA5199	amgS	AmgS	1.99	1.82E-07	520.19	0.99
PA5200	amgR	AmgR	1.54	1.58E-07	1180.36	0.62
PA5201		conserved hypothetical protein	4.53	2.89E-20	1825.92	2.18
PA5202		hypothetical protein	2.96	2.25E-05	90.11	1.57
PA5203	gshA	glutamate--cysteine ligase	-2.20	0.0039990115	489.38	-1.14
PA5204	argA	N-acetylglutamate synthase	-2.58	0.0011073964	968.62	-1.37
PA5205		conserved hypothetical protein	-1.93	0.0004793217	83.34	-0.95
PA5206	argE	acetylornithine deacetylase	-3.20	2.06E-18	227.07	-1.68
PA5209		hypothetical protein	2.83	6.83E-27	389.96	1.50
PA5212		hypothetical protein	-3.73	4.09E-07	141.41	-1.90
PA5213	gcvP1	glycine cleavage system protein P1	-7.14	2.98E-12	416.92	-2.84
PA5215	gcvT1	glycine-cleavage system protein T1	1.91	1.56E-07	1149.84	0.93
PA5220		hypothetical protein	-3.21	7.17E-10	378.29	-1.68
PA5229		conserved hypothetical protein	-1.80	6.94E-05	102.51	-0.85
PA5230		probable permease of ABC transporter	-1.67	0.0007424912	263.74	-0.74
PA5231		probable ATP-binding/permease fusion ABC transporter	-3.83	8.03E-08	673.25	-1.94
PA5232		conserved hypothetical protein	-2.24	0.0359247233	740.77	-1.16
PA5233		hypothetical protein	-2.31	2.75E-12	162.82	-1.21
PA5234		probable oxidoreductase	-1.64	0.0202263229	180.88	-0.71
PA5236		probable aromatic hydrocarbon reductase	1.59	0.003192061	306.10	0.67
PA5239	rho	transcription termination factor Rho	2.88	2.92E-08	3588.66	1.53
PA5240	trxA	thioredoxin	-1.60	0.0004875916	1895.73	-0.68
PA5241	ppx	exopolyphosphatase	-1.57	0.0039210734	817.19	-0.65
PA5244		conserved hypothetical protein	2.30	1.38E-07	265.79	1.20
PA5245		conserved hypothetical protein	-2.14	3.19E-17	555.37	-1.10
PA5247		conserved hypothetical protein	1.58	0.0017662274	186.90	0.66
PA5248		hypothetical protein	2.05	8.84E-09	342.01	1.04
PA5249		hypothetical protein	1.75	9.25E-05	129.49	0.81
PA5250		conserved hypothetical protein	4.19	1.50E-18	586.43	2.07
PA5251		hypothetical protein	3.25	1.38E-13	208.11	1.70
PA5252		probable ATP-binding component of ABC transporter	2.77	1.09E-13	943.51	1.47
PA5253	algP	alginate regulatory protein AlgP	-6.13	2.11E-83	3528.76	-2.62
PA5254		probable peptidyl-prolyl cis-trans isomerase, FkbP-type	-1.88	0.0002826262	59.04	-0.91
PA5255	algQ	Alginate regulatory protein AlgQ	-2.63	6.69E-26	1298.37	-1.39
PA5256	dsbH	disulfide bond formation protein	1.58	0.0001047792	175.01	0.66
PA5260	hemC	porphobilinogen deaminase	1.60	1.09E-06	776.29	0.68
PA5261	algR	alginate biosynthesis regulatory protein AlgR	-5.44	1.25E-21	739.89	-2.44
PA5262	fimS	FimS	-3.11	1.26E-12	346.48	-1.63
PA5265		hypothetical protein	-3.06	1.22E-09	171.60	-1.61
PA5266	vgrG6	VgrG6	-2.62	0.0003099525	85.75	-1.39
PA5267	hcpB	secreted protein Hcp	-1.88	0.0027131515	150.28	-0.91
PA5270		hypothetical protein	-1.59	0.0147446264	191.88	-0.67
PA5271		hypothetical protein	-7.71	7.14E-33	226.84	-2.95
PA5272	cyaA	adenylate cyclase	-2.09	3.80E-13	378.75	-1.07
PA5273		hypothetical protein	1.55	0.0122445286	136.10	0.63
PA5276	lppL	Lipopeptide LppL precursor	1.52	0.0214155131	213.20	0.61
PA5277	lysA	diaminopimelate decarboxylase	2.20	1.04E-16	1489.52	1.14
PA5278	dapF	diaminopimelate epimerase	2.41	1.04E-07	889.63	1.27
PA5281		probable hydrolase	-2.11	0.0079833447	97.38	-1.08
PA5283		probable transcriptional regulator	-1.91	6.23E-08	148.31	-0.93
PA5284		hypothetical protein	2.86	4.47E-10	59.09	1.52
PA5285	sutA	SutA	-1.51	6.30E-06	2133.72	-0.60
PA5286		conserved hypothetical protein	2.62	3.93E-10	661.41	1.39
PA5288	glnK	nitrogen regulatory protein P-II 2	-2.77	1.01E-14	1019.49	-1.47
PA5290		conserved hypothetical protein	2.02	8.78E-09	179.52	1.01
PA5291	betT2	BetT2	-3.65	5.07E-11	459.02	-1.87
PA5292	pchP	phosphorylcholine phosphatase	-1.91	3.11E-07	119.66	-0.93
PA5294		putative multidrug efflux pump	2.10	0.0142876735	54.47	1.07
PA5296	rep	ATP-dependent DNA helicase Rep	3.03	2.00E-08	1176.20	1.60
PA5297	poxB	pyruvate dehydrogenase (cytochrome)	-2.84	5.42E-05	60.48	-1.50
PA5298		xanthine phosphoribosyltransferase	2.64	3.38E-06	554.80	1.40
PA5300	cycB	cytochrome c5	2.37	0.0003436734	1601.01	1.25
PA5305		conserved hypothetical protein	-1.89	6.29E-06	233.81	-0.92
PA5310		conserved hypothetical protein	-1.87	2.94E-06	179.58	-0.90
PA5311		probable major facilitator superfamily (MFS) transporter	2.47	0.0180798291	106.14	1.30
PA5313	gabT2	Transaminase	-4.29	0.0001110506	551.57	-2.10
PA5315	rpmG	50S ribosomal protein L33	10.05	1.38E-36	4126.90	3.33
PA5316	rpmB	50S ribosomal protein L28	7.44	9.46E-25	9088.11	2.90
PA5317	dppA5	probable binding protein component of ABC dipeptide transporter	-2.10	5.36E-07	439.50	-1.07
PA5318		hypothetical protein	-2.65	2.19E-07	48.82	-1.41
PA5319	radC	DNA repair protein RadC	-1.56	0.0009323046	208.59	-0.64
PA5327	sphC	SphC	3.66	1.45E-12	57.06	1.87
PA5328	sphB	SphB	10.16	8.91E-18	38.96	3.34
PA5329		conserved hypothetical protein	-4.63	5.92E-22	141.29	-2.21
PA5330		hypothetical protein	2.35	1.87E-26	829.48	1.23
PA5331	pyrE	orotate phosphoribosyltransferase	2.64	1.66E-20	928.06	1.40
PA5332	crc	catabolite repression control protein	4.03	6.77E-33	2253.35	2.01
PA5333		conserved hypothetical protein	2.32	3.45E-09	263.69	1.22
PA5334	rph	ribonuclease PH	2.37	4.51E-08	725.39	1.24
PA5335		conserved hypothetical protein	3.58	1.23E-74	704.01	1.84
PA5336	gmk	guanylate kinase	5.98	3.58E-43	631.73	2.58
PA5337	rpoZ	RNA polymerase omega subunit	2.12	3.99E-07	1341.01	1.09
PA5339		conserved hypothetical protein	-3.35	4.69E-05	1055.88	-1.74
PA5340		hypothetical protein	-1.90	0.0338476525	552.34	-0.93
PA5341		hypothetical protein	1.87	0.0248707796	21.73	0.90
PA5343		hypothetical protein	1.54	0.0426232186	311.21	0.63
PA5345	recG	ATP-dependent DNA helicase RecG	-1.81	0.0001503303	644.73	-0.86
PA5346	sadB	SadB	-1.75	5.29E-13	771.84	-0.81
PA5347		hypothetical protein	2.10	1.84E-07	344.90	1.07
PA5351	rubA1	Rubredoxin 1	1.79	0.0004297998	329.42	0.84
PA5356	glcC	transcriptional regulator GlcC	-7.39	1.37E-23	104.50	-2.89
PA5357		hypothetical protein	3.57	6.35E-08	208.91	1.84
PA5359		hypothetical protein	-15.50	2.90E-13	238.69	-3.95
PA5361	phoR	two-component sensor PhoR	-1.73	0.0001727185	92.86	-0.79
PA5364		probable two-component response regulator	-1.77	1.50E-05	534.65	-0.82
PA5376	cbcV	CbcV	-2.11	0.000336397	199.93	-1.08
PA5377	cbcW	CbcW	-2.35	4.88E-05	107.62	-1.23
PA5378	cbcX	CbcX	-3.74	1.69E-12	242.85	-1.90
PA5379	sdaB	L-serine dehydratase	-2.07	0.0148150312	23.77	-1.05
PA5380	gbdR	GbdR	1.54	0.0114899098	241.22	0.62
PA5387	cdhC	CdhC, Carnitine dehydrogenase-related gene C	2.82	0.0279420995	10.60	1.50
PA5389	cdhR	CdhR, transcriptional regulator	-2.00	0.0058543672	67.78	-1.00
PA5395		conserved hypothetical protein	-10.88	5.59E-10	29.19	-3.44
PA5396		hypothetical protein	-3.55	3.12E-05	36.07	-1.83
PA5402		hypothetical protein	2.19	1.37E-05	75.86	1.13
PA5403		probable transcriptional regulator	1.89	0.0078946505	35.98	0.91
PA5404		hypothetical protein	5.32	2.61E-07	24.48	2.41
PA5405		hypothetical protein	3.28	0.0051401045	8.66	1.71
PA5406		hypothetical protein	8.85	6.36E-17	123.31	3.15
PA5407		hypothetical protein	7.75	1.05E-17	79.66	2.96
PA5408		hypothetical protein	-2.36	0.0001336885	29.87	-1.24
PA5409		hypothetical protein	-2.89	3.00E-10	108.80	-1.53
PA5416	soxB	sarcosine oxidase beta subunit	-2.14	0.0300923608	24.13	-1.10
PA5418	soxA	sarcosine oxidase alpha subunit	-2.76	0.00037098	54.09	-1.46
PA5420	purU2	formyltetrahydrofolate deformylase	-2.15	0.0382649647	16.82	-1.11
PA5421	fdhA	glutathione-independent formaldehyde dehydrogenase	-3.75	0.0007940325	64.15	-1.91
PA5422		hypothetical protein	-1.60	2.23E-06	226.72	-0.68
PA5424		conserved hypothetical protein	-2.32	0.0015716643	318.79	-1.22
PA5425	purK	phosphoribosylaminoimidazole carboxylase	5.53	1.11E-52	1037.42	2.47
PA5426	purE	phosphoribosylaminoimidazole carboxylase, catalytic subunit	5.55	6.72E-64	861.78	2.47
PA5430		hypothetical protein	2.20	6.82E-12	379.06	1.14
PA5432		probable acetyltransferase	-2.81	5.18E-05	26.59	-1.49
PA5433		conserved hypothetical protein	-3.35	1.14E-06	27.47	-1.75
PA5434	mtr	tryptophan permease	1.72	0.0004009381	157.82	0.78
PA5437		probable transcriptional regulator	1.94	0.0019231547	190.55	0.96
PA5440		probable peptidase	8.46	0.0003881867	496.80	3.08
PA5442		conserved hypothetical protein	3.05	9.48E-09	252.49	1.61
PA5443	uvrD	DNA helicase II	1.98	5.55E-06	1262.48	0.98
PA5445		probable coenzyme A transferase	3.68	0.0211814664	878.93	1.88
PA5447	wbpZ	glycosyltransferase WbpZ	-3.67	1.03E-29	389.04	-1.87
PA5448	wbpY	glycosyltransferase WbpY	-3.37	6.29E-16	136.51	-1.75
PA5449	wbpX	glycosyltransferase WbpX	-3.52	2.36E-11	178.25	-1.82
PA5450	wzt	ABC subunit of A-band LPS efflux transporter	-2.67	2.06E-12	236.17	-1.42
PA5451	wzm	membrane subunit of A-band LPS efflux transporter	-1.68	0.0018514991	140.68	-0.75
PA5452	wbpW	phosphomannose isomerase/GDP-mannose WbpW	-2.18	1.15E-06	436.25	-1.12
PA5453	gmd	GDP-mannose 4,6-dehydratase	-1.65	0.0056339021	499.01	-0.72
PA5454	rmd	oxidoreductase Rmd	-2.24	1.01E-06	349.63	-1.16
PA5456		putative glycosyltransferase	-1.82	2.29E-07	307.18	-0.86
PA5457		methyltransferase	-2.36	0.0001129926	82.51	-1.24
PA5459		putative methyltransferase	-1.78	0.0004036699	127.71	-0.83
